username,handle,full_text,time,cleaned_tweet,translated_tweet,textblob_sentiment
"shin min ah
@santiteye
·
Oct 25, 2019",,"Indomie Goreng Nyemek . 
Menu andalan warkop kami, yuk yang penasaran :
Jl Pengasinan Rawa Lumbu Bekasi 
#indomie #indomiegoreng #nyemek #bekasi",2019-10-25T11:43:50.000Z,indomie goreng nyemek menu andalan warkop yuk penasaran jl pengasinan rawa lumbu bekasi indomie indomiegoreng nyemek bekasi,"Indomie Goreng Nyemek Warkop's mainstay menu, let's get curious Jl Pengasinan Rawa Lumbu Bekasi Indomie Indomie Goreng Nyemek Bekasi",negative
"Ayo Nonton Look Back!
@HerrySis
·
Jun 26, 2019",,Hery menyerah..... #indomie teman kencan malam ini ,2019-06-25T18:24:47.000Z,hery menyerah indomie teman kencan malam,Hery gave up Indomie's night date,neutral
"Persija Jakarta
@Persija_Jkt
·
Jul 27, 2019",,"Selangkah lagi!
Persija Jakarta siap menyabet trofi Piala Indonesia.

Ayo #SatukanTekadJuang tampil SANGAR di laga BESAR !

Supported by 
@Indomielovers
 

#IndofoodxPersija #Indomie #PersijaJakarta #gorengsemangatmu #pialaindonesia",2019-07-27T06:01:55.000Z,selangkah persija jakarta menyabet trofi piala indonesia ayo satukantekadjuang tampil sangar laga supported by indomielovers indofoodxpersija indomie persijajakarta gorengsemangatmu pialaindonesia,"Persija Jakarta took a step towards winning the Indonesian Cup trophy. Come on, unite, determination and fight to appear fierce in the match. Supported by Indomielovers Indofood",positive
username,handle,content,time,content,content,neutral
"Persija Jakarta
@Persija_Jkt
·
Jun 21, 2019",,"Akhir pekan ini, Persija akan melakoni pekan ke-5 Liga 1
 
Bertandang ke markas Persela Lamongan, Macan Kemayoran siap berjuang habis-habisan.
 
Semangat Penuh & Terus #SatukanTekadJuang bersama 
@Indomielovers
 
 
#IndofoodxPersija #Indomie #Liga1 #PersijaJakarta #GorengSemangatmu",2019-06-21T06:58:54.000Z,pekan persija melakoni pekan 5 liga 1 bertandang markas persela lamongan macan kemayoran berjuang habis habisan semangat penuh satukantekadjuang indomielovers indofoodxpersija indomie liga1 persijajakarta gorengsemangatmu,"Persija plays Week 5 of Liga 1, visiting Persel Lamongan Macan Kemayoran headquarters, fighting hard, full of enthusiasm, full of unity, determination, fighting, Indomielovers, Indofoodxpersija, Indomie Liga1, Persijakarta, Fried, your spirit.",positive
"imansoe
@imansoe
·
Jun 8, 2019",,"Yg gw suka dr kota #jogja adalah #warmindo yg tersebar dimana2
Dan gw bs makan menu favorit gw sepuasnya..
Nasi Sarden + #indomie goreng

Kalo lo apa yg makanan favoritnya kl ke Jogja?",2019-06-07T17:47:48.000Z,yg gw suka dr kota jogja warmindo yg tersebar dimana2 gw b makan menu favorit gw sepuasnya nasi sarden indomie goreng kalo lo yg makanan favoritnya kl jogja,"what I like is from the city of Jogja, Warmindo, which is spread everywhere, I can eat as much of my favorite menu as I can, fried Indomie sardine rice, if that's your favorite food in Jogja",positive
"Boy
@Boy__41
·
May 11, 2019",,"Menu berbuka puasa ke-6 kali ini,;
Ada makanan yg tidak perku diragukan lagi rasanya di kalangan anak kos..
#Indomie ",2019-05-11T11:32:32.000Z,menu berbuka puasa 6 kali makanan yg perku diragukan kalangan anak ko indomie,"menu for breaking the fast 6 times, food that needs to be doubted by Indomie children",positive
"mbek-X
@mbek_X
·
Jun 15, 2019",,"Ikutan juga #SetorFoto om 
@piokharisma
 

Ada foto lama jaman iphone 6 
Ngeditnya pake quickshot.
Latihan motret makanan ..
hiburan diri sendiri kalo motret masakan sendiri 

Anak kosan selalu nyetok indomie..
#indomie",2019-06-15T11:03:50.000Z,ikutan setorfoto om piokharisma foto jaman iphone 6 ngeditnya pake quickshot latihan motret makanan hiburan kalo motret masakan anak kosan nyetok indomie indomie,"Join the photo deposit, Uncle Piokharisma, photos from the iPhone 6 era, edit them using Quickshot, practice photographing food, entertainment, if you photograph food, boarding house children stock Indomie Indomie",neutral
"Persija Jakarta
@Persija_Jkt
·
Jan 17, 2019",,"Selamat Datang 
@Indomielovers
 di keluarga Persija musim ini!
_
#PersijaxIndomie
#Indomie
#PersijaJakarta
#PersijaSelamanya",2019-01-17T09:19:43.000Z,selamat indomielovers keluarga persija musim persijaxindomie indomie persijajakarta persijaselamanya,happy indomielovers Persija family Persija season Indomie Indomie Persija Jakarta Persija forever,positive
"Dipeluk Enak
@djiniel
·
Feb 5, 2019",,Ujan2 #indomie emg juara,2019-02-05T09:29:04.000Z,ujan2 indomie emg juara,Indomie rains are champions,neutral
username,handle,content,time,content,content,neutral
"PSS
@PSSleman
·
Feb 20, 2019",,"Indomie dan PSS kembali menjalin kerja sama sampai tahun 2020.
Selamat datang kembali Indomie di keluarga Super Elja.

@Indomielovers

#PSSleman #COSE #Indomie",2019-02-20T04:48:13.000Z,indomie ps menjalin kerja 2020 selamat indomie keluarga super elja indomielovers pssleman cose indomie,indomie ps getting a job 2020 congratulations indomie super family elja indomielovers pssleman cose indomie,positive
"JakOnline Official
@JakOnline
·
Jan 17, 2019",,"Kerjasama baru terjalin antara Persija Jakarta dengan Indofood melalui produk Indomie 

#persija
#jakmania
#jakonline
#guepersija
#BanggaJakmania
#indofood
#indomie",2019-01-17T06:43:48.000Z,kerjasama terjalin persija jakarta indofood produk indomie persija jakmania jakonline guepersija banggajakmania indofood indomie,Cooperation established Persija Jakarta Indofood Indomie products Persija Jakmania Jakonline Guepersija Pridejakmania Indofood Indomie,neutral
"worth2visit
@worth2visit
·
Jul 25, 2018",,"Sebelum atau sesudah flight , kalau kalian laper bisa banget loh mampir ke Upnormal Coffee Roaster by 
@warunk_upnormal
 yang ada di Bandara Husein Sastranegara.
#upnormalcoffeeroster
#coffee
#bandung
#warunkupnormal
#sieko
#indomie",2018-07-25T05:07:11.000Z,flight laper banget loh mampir upnormal coffee roaster by warunk upnormal bandara husein sastranegara upnormalcoffeeroster coffee bandung warunkupnormal sieko indomie,"flight is really hungry, stop by upnormal coffee roaster by warunk upnormal husein Sastranegara airport upnormalcoffeeroster coffee bandung warunkupnormal sieko indomie",positive
"PSS
@PSSleman
·
Nov 17, 2018",,"Keseruan 
@Indomielovers
 Goes to School bersama dua punggawa PSS, Arie Sandy dan Asyraq Gufron di SMP N 1 Pakem. #PSSleman #Indomie",2018-11-17T05:50:25.000Z,keseruan indomielovers go to school punggawa ps arie sandy asyraq gufron smp n 1 pakem pssleman indomie,the excitement of indomielovers going to school punggawa ps arie sandy asyraq gufron smp n 1 pakem pssleman indomie,neutral
"Valeamare
@souneater
·
Jul 22, 2018",,Seminggu ini full #indomie Marathon wkwk.,2018-07-21T18:14:27.000Z,seminggu full indomie marathon wkwk,a full week of Indomie marathon hahaha,positive
"Priyo Utomo
@Drioutomo
·
Jun 22, 2018",,Jadi kalian pilih tim yang mana? Indomie / Mie Sedap ?? #AskNetizen #Indomie #MieSedaap,2018-06-22T11:50:44.000Z,pilih tim indomie mie sedap asknetizen indomie miesedaap,choose the Indomie Mie Sedaap team ask Indomie Mie Sedaap netizens,neutral
username,handle,content,time,content,content,neutral
"mamang 
@hallolegep
·
Jun 2, 2018",,Dimanapun tetep #indomie,2018-06-02T14:02:54.000Z,dimanapun tetep indomie,"wherever you are, stay indomie",neutral
"Indomaret
@Indomaret
·
Jun 4, 2018",,Drama Korea Indomie Rasa Soto Lamongan. #Indomaret #Indomie,2018-06-04T02:52:15.000Z,drama korea indomie soto lamongan indomaret indomie,Korean drama Indomie Soto Lamongan Indomaret Indomie,neutral
"Winda Carmelita
@windacarmelita
·
Feb 16, 2018",,"Selamat pagi 
#sunnysideup #runnyegg #indomie #foodporn http://ift.tt/2o3nuap",2018-02-15T17:14:03.000Z,selamat pagi sunnysideup runnyegg indomie foodporn,good morning sunny side up runny egg indomie foodporn,positive
"Ken Fauzy
@KenFauzy
·
Jun 19, 2018",,"Kayaknya bakal ada es kepal indomie goreng rendang bentar lagi ini

#indomie #recehkantwiter",2018-06-19T08:20:29.000Z,kayaknya e kepal indomie goreng rendang bentar indomie recehkantwiter,"I think it's a ball of fried Indomie rendang, wait a minute, Indomie recehkantwiter",neutral
"Diana
@mille_feuille
·
Sep 29, 2017",,Hujan! Saatnya masak... #indomie,2017-09-29T13:51:19.000Z,hujan masak indomie,Indomie cooking rain,neutral
"amelia primarini
@ameliaprimarini
·
Aug 7, 2017",,"#indomiejadoel edisi ulangtahun #indomie ke 45 isi 5 dgn 3 kemasan : indomie kaldu ayam (1972), kari ayam (1982) & mi goreng (1982)",2017-08-07T14:30:32.000Z,indomiejadoel edisi ulangtahun indomie 45 isi 5 dgn 3 kemasan indomie kaldu ayam 1972 kari ayam 1982 mi goreng 1982,Indomie old school Indomie 45 anniversary edition contains 5 with 3 packs Indomie chicken broth 1972 chicken curry 1982 fried noodles 1982,negative
username,handle,content,time,content,content,neutral
"Martabak Factory
@MartabakFactory
·
Dec 21, 2017",,"Buat kamu-kamu yang suka pedasnya sambal #Taichan, mesti cobain nih martabak telor, #bakso ceker dan #indomie taichan. Bisa dipesan via GoFood eaaaa!",2017-12-21T11:38:29.000Z,suka pedasnya sambal taichan mesti cobain nih martabak telor bakso ceker indomie taichan dipesan via gofood eaaaa,"If you like the spiciness of the Taichan chili sauce, you have to try this, Martabak Telor, Meatballs, Indomie Taichan, ordered via Gofood, eaaaa",neutral
"Farid Ariadno
@faridariadno
·
Jul 13, 2017",,#nahini nyampur mengenyangkan #indomie #superbihun #kwetiaugoreng #mieinstant #miegoreng,2017-07-13T14:29:09.000Z,nahini nyampur mengenyangkan indomie superbihun kwetiaugoreng mieinstant miegoreng,"Well, this is a filling mix of Indomie Super Vermicelli, Fried Kwetiau, Instant Noodles Miegoreng",positive
"reksahari
@reksahari
·
Feb 3, 2018",,"Biar ga gila beneran nyoba mie gila dlu !!!.. Nih korban mie gilak malam ini #Indomie #MieGilak #MieSetan 
@rizkan_nurse",2018-02-03T14:16:24.000Z,biar ga gila beneran nyoba mie gila dlu nih korban mie gilak malam indomie miegilak miesetan rizkan nurse,"so that you don't really go crazy, try crazy noodles first, victim of crazy noodles at night Indomie miegilak miesetan rizkan nurse",negative
"Jelajah KulinerMedan
@Medanfoodblog
·
Jul 7, 2017",,"Yang suka indomie pasti udah tau la ya ini dimana. Kalau belum, coba tanya sama teman kamu yang suka indomie juga 

#Medanfoodblog #Indomie",2017-07-06T16:43:37.000Z,suka indomie udah tau la ya dimana coba teman suka indomie medanfoodblog indomie,"If you like Indomie, you already know where to try, friends like Indomie, Medanfoodblog Indomie",neutral
"Mas Pur Bobotoh Jebred
@rasjawa
·
May 22, 2017",,"Tim Indomie Goreng Rendang 1 kurang, 2 kenyang. #Indomie #indomiegoreng",2017-05-22T03:20:29.000Z,tim indomie goreng rendang 1 2 kenyang indomie indomiegoreng,team indomie fried rendang 1 2 full indomie indomiegoreng,positive
"Cuin
@cuinpradipta
·
Jan 12, 2017",,Penyelamat disaat malam datang.. #Indomie ,2017-01-12T14:51:35.000Z,penyelamat disaat malam indomie,savior at Indomie night,neutral
username,handle,content,time,content,content,neutral
"Jelajah KulinerMedan
@Medanfoodblog
·
Jul 1, 2017",,"Pake bumbu doang aja udah enak, apalagi dibuat lengkap gini ada telur, kerupuk, dan cabai rawit.

#Medanfoodblog #Indomie #IndomieGoreng",2017-07-01T12:50:14.000Z,pake bumbu doang aja udah enak lengkap gini telur kerupuk cabai rawit medanfoodblog indomie indomiegoreng,"Just use spices and it's delicious, complete with eggs, cayenne pepper crackers, Medanfoodblog Indomie, Indomiegoreng",positive
"Dharu Kusuma Hady
@dharukusumahady
·
Feb 2, 2017",,#Indomie seleraku! ,2017-02-02T08:42:14.000Z,indomie seleraku,Indomie is my taste,neutral
"Putri R. A.
@PRahmadynA
·
Sep 16, 2016",,Apakah aku harus berubah jadi #indomie biar bisa jadi seleramu?.,2016-09-16T02:43:18.000Z,berubah indomie biar seleramu,Change Indomie to suit your taste,neutral
"HL
@marikitac0ba
·
Jan 31, 2017",,"Njirrr tengah malam gini laper!!!
#Indomie",2017-01-30T17:42:59.000Z,njirrr malam gini laper indomie,"I'm hungry tonight, Indomie",neutral
"Hargo.co.id
@hargocoid
·
Jun 3, 2017",,"#Indomie Tempati Urutan Delapan Dunia, Makanan Yang Sering Dikonsumsi - http://hargo.co.id/berita/indomie-tempati-urutan-delapan-dunia-makanan-yang-sering-dikonsumsi.html…",2017-06-03T01:02:10.000Z,indomie tempati urutan delapan dunia makanan dikonsumsi,Indomie ranks eighth in the world of food consumed,neutral
"Angelalorenza
@angelalorenza16
·
Jan 22, 2017",,"TVC Indomie "" Susah Duduk Santai "".
#indomie #indomieseleraku #indomiekuah #tvc #iklan #model… https://instagram.com/p/BPiG3YjBwOH/",2017-01-21T16:21:22.000Z,tvc indomie susah duduk santai indomie indomieseleraku indomiekuah tvc iklan model,tvc indomie hard to sit back and relax indomie indomiemy taste indomiekuah tvc model advertisement,negative
"DCubes Hangout Point
@dcubesHP
·
May 9, 2016",,"Cobain 12 variasi indomie kekinian anti mainstream nya 
@dcubeshp
 kak.. Dijamin ajegile deh :) #indomie #ngehits",2016-05-09T08:14:48.000Z,cobain 12 variasi indomie kekinian anti mainstream nya dcubeshp kak dijamin ajegile deh indomie ngehits,"try 12 variations of contemporary, anti-mainstream Indomie from dcubeshp, bro, guaranteed to be awesome, Indomie is a hit",positive
"Sendud
@NjonjaMoeda
·
Sep 7, 2016",,Sarapan #indomie didampingi susu...,2016-09-07T02:00:34.000Z,sarapan indomie didampingi susu,Indomie breakfast accompanied by milk,neutral
"BP™
@MrBatboy
·
Feb 15, 2016",,"Mari mencoba 
@myChitato
 rasa indomie ini #mychitato #chitatoindomie #indomie",2016-02-15T11:20:36.000Z,mari mencoba mychitato indomie mychitato chitatoindomie indomie,let's try my chitato indomie noodles chitato chitato indomie indomie,neutral
username,handle,content,time,content,content,neutral
"dimnind
@dimitri_nin
·
Jul 15, 2016",,Hanya ini yang terbaik di kelasnya. Indomie rasa soto lamongan. #indomie,2016-07-15T11:43:07.000Z,terbaik kelasnya indomie soto lamongan indomie,Best in class Indomie Soto Lamongan Indomie,positive
"MullenLowe APAC
@MullenLoweAPAC
·
Mar 2, 2016",,"Hilarious! Telenovela #Indomie Goreng rasa Kuah from  
@MullenLoweID
 #soupwithoutthesoup https://youtu.be/o4SgMvd01Y0",2016-03-02T03:11:00.000Z,hilarious telenovela indomie goreng kuah from mullenloweid soupwithoutthesoup,Hilarious telenovela Indomie Goreng Kuah from Mullenlowe ID soup without the soup,positive
"Annisa Fitri
@Menyezz
·
Aug 11, 2016",,"Alhamdulillah, sudah sekian lama, akhirnya makan #Indomie goreng *lagi  https://instagram.com/p/BI9ghn4Bcy3/",2016-08-11T08:05:20.000Z,alhamdulillah sekian makan indomie goreng,"Thank God, I've eaten fried Indomie",neutral
"Denta Aditya
@DentaAditya
·
Jun 19, 2016",,"Yang mau ngedapetin THR 200 rb dr Indomie, Langsung sms ke 081227919151 #unisi #indomie",2016-06-19T04:39:06.000Z,ngedapetin thr 200 rb dr indomie langsung sm 081227919151 unisi indomie,got 200 thousand from Indomie directly sm 081227919151 unisi indomie,positive
"Cecillia Yaohan
@CecilliaY
·
Aug 6, 2016",,Indomie kuah  vs Indomie goreng  #mevvah #indomie #dinner #eatwithcecil @ Warung Mevvah PIK https://instagram.com/p/BIxDLctDPgl/,2016-08-06T11:57:59.000Z,indomie kuah v indomie goreng mevvah indomie dinner eatwithcecil warung mevvah pik,indomie gravy v indomie fried mevvah indomie dinner eatwithcecil warung mevvah pik,neutral
"NWo
@NikaWoelan
·
Jan 31, 2016",,"Waspada! Setelah #Indomie, sekarang #Kristenisasi dengan #tempe.
#satire #lol",2016-01-31T13:57:23.000Z,waspada indomie kristenisasi tempe satire lol,beware Indomie Christianization tempe satire lol,positive
"Kartu As  mangfavorit
@muhammadashra
·
Feb 14, 2016",,"Hasil CFD hari ini! 
#Chitato #Indomie #ChitatoHUNT

@myChitato",2016-02-14T03:47:55.000Z,hasil cfd chitato indomie chitatohunt mychitato,chitato indomie chitatohunt mychitato cfd results,neutral
"Muthi Kautsar
@MuthiKa
·
Oct 8, 2015",,Godaan malam Jumat? #IndomieGoreng #TelurPindang #TruffleOil #Indomie #MilkAndCookies,2015-10-08T15:42:18.000Z,godaan malam jumat indomiegoreng telurpindang truffleoil indomie milkandcookies,Friday night temptation Indomie Goreng Telur Pindang Truffleoil Indomie Milk and Cookies,neutral
username,handle,content,time,content,content,neutral
"INDOMOG
@indomog
·
Sep 24, 2015",,"Masaknya lama, makannya sebentar.. #INDOMIE.. Selamat pagi, jangan lupa sarapan ya MOGers..

#INDOMOG",2015-09-24T01:00:05.000Z,masaknya makannya sebentar indomie selamat pagi lupa sarapan ya mogers indomog,"Cook it, eat it in a while, Indomie, good morning, forgot to have breakfast, Mogers Indomog",positive
"Jiewa Vieri
@inijie
·
Sep 2, 2015",,Gaes.. Kenapa ya #indomie warungan terasa lebih enak drpd masak di rumah? Asin gurih gimana gitu #kuliner,2015-09-02T07:16:52.000Z,gaes ya indomie warungan enak drpd masak rumah asin gurih gimana gitu kuliner,"Guys, Indomie Warung is delicious compared to cooking at home, salty and delicious, how culinary it is",positive
"@donbell
·
Jan 5, 2016",,"Nikmatnya cuma 10 menit, ngerasa berdosanya seharian. #Indomie",2016-01-05T08:51:58.000Z,nikmatnya 10 menit ngerasa berdosanya seharian indomie,The pleasure of 10 minutes of feeling guilty all day Indomie,negative
"pinun
@alfinurlali
·
Nov 26, 2015",,lapar.. bila ingat dirimu.. #indomie,2015-11-26T03:23:43.000Z,lapar dirimu indomie,"You're hungry, Indomie",neutral
"Mas Java
@inigwjepe
·
Dec 15, 2015",,Gw rasa bumbunya Indomie ngambilnya di surga.. Enak terus #Indomie #Nagih,2015-12-15T01:14:04.000Z,gw bumbunya indomie ngambilnya surga enak indomie nagih,"I take the Indomie seasoning, it's heavenly, delicious Indomie nagih",positive
