full_text,time,cleaned_tweet,sentiment,textblob_sentiment
Ya ampun @LyaWalker53 #indomie sehari 3x ckckck,2012-03-15T16:10:06.000Z,ya ampun lyawalker53 indomie sehari 3x ckckck,negative,neutral
Mau masak #indomie. Tapi HerPot nya uda main. Iklannya sebentar.,2012-01-08T13:59:07.000Z,masak indomie herpot nya uda main iklannya sebentar,neutral,positive
"Keluar, beli #Indomie :)",2012-01-08T13:53:30.000Z,beli indomie,neutral,neutral
"Rasa nyobek spesial ada ga? #sambilnyeret RT 
@rickywasblake
: rasa baru #indomie rasa remuk spesial huehuehuehue.......
@nadia_aaliyah",2012-01-25T18:17:59.000Z,nyobek spesial ga sambilnyeret rt rickywasblake indomie remuk spesial huehuehuehue nadia_aaliyah,negative,neutral
#Indomie+telor+sawi+caberawit+bawanggoreng=mantab,2012-02-10T10:29:31.000Z,indomie telor sawi caberawit bawanggoreng mantab,positive,neutral
"Wohhhh (˚---̩̩˚) RT ""
@Mizu_HS
: Laper gini, #indomie selera ku! http://yfrog.com/ocbqsacj""",2012-02-03T17:28:25.000Z,wohhhh rt mizu_hs laper gini indomie selera ku,neutral,neutral
"Life z 2 short 2 b eatn #indomie.wt happnd 2 banku,kenky,fufu n d rest???ha!!!!",2012-02-07T17:54:58.000Z,life z 2 short 2 b eatn indomie wt happnd 2 banku kenky fufu n d rest ha,neutral,neutral
"Bungkusnya to-_-RT 
@OctofanoRizky
: bagian terpenting dari #INDOMIE rebus,yaitu #KUAH-NYA:D",2012-01-06T16:47:41.000Z,bungkusnya to _ rt octofanorizky terpenting indomie rebus kuah nya d,positive,neutral
Sudah... makan dulu sanah.. ada #indomie tuh... http://lockerz.com/s/178264174 RT @0x0000F4C0 who knows? only time..,2012-01-27T16:47:00.000Z,makan sanah indomie tuh rt 0x0000f4c0 who know only time,neutral,neutral
"wkwk tserah lu deh xoxo #LOL RT @Wahyulax: 
@pandadud
 mie instan tuh.... #indomie ibarat makanan malaikat yang selalu",2012-01-26T00:59:26.000Z,wkwk tserah lu deh xoxo lol rt wahyulax pandadud mie instan tuh indomie makanan malaikat,positive,positive
Masak #indomie,2012-01-13T16:39:55.000Z,masak indomie,neutral,neutral
"LolRT 
@yusifxi
: We discovered twitter RT pweedykrobogal: Life z 2 short 2 b eatn #indomie.wt happnd 2 banku,kenky,fufu n d rest???ha!!!!",2012-02-07T18:04:32.000Z,lolrt yusifxi we discovered twitter rt pweedykrobogal life z 2 short 2 b eatn indomie wt happnd 2 banku kenky fufu n d rest ha,neutral,neutral
Makan malam yg ga sehat tp selalu niiikmat! #indomie http://lockerz.com/s/175011738,2012-01-16T11:45:14.000Z,makan malam yg ga sehat tp niiikmat indomie,positive,neutral
Tips memasak mudah : rebus..angkat..tiriskan..campur bersama adonan *yg telah disediakan *dipack singkatnya #INDOMIE BRO!!,2011-12-23T14:52:26.000Z,tip memasak mudah rebus angkat tiriskan campur adonan yg disediakan dipack singkatnya indomie bro,positive,neutral
#indomie slalu bersama manusia2 jomblo dmlm minggu pertengahan bulan,2012-02-11T13:02:48.000Z,indomie slalu manusia2 jomblo dmlm minggu pertengahan,neutral,neutral
#indomie goreng telur kornet keju  #tehkotak http://instagr.am/p/G9Wapqwdkx/,2012-02-13T20:05:05.000Z,indomie goreng telur kornet keju tehkotak,negative,neutral
"Entar ngantuk ci RT @Jude109Lennon: #Indomie dulu, gitu? Sebelum #nyekripsi ?",2012-01-27T16:03:09.000Z,entar ngantuk ci rt jude109lennon indomie gitu nyekripsi,neutral,neutral
Selamat pagi teman2... Saya pagi ini sarapan #indomie! Nikmaaaat sekali!,2012-02-08T01:38:24.000Z,selamat pagi teman2 pagi sarapan indomie nikmaaaat,positive,neutral
"jgn dibayangin, dimasak!! *salahpaham* RT 
@dwimurdiartono
: ga bisa bayangin abad 18,laper cuma bs ganjel batu #indomie",2012-02-15T17:31:09.000Z,jgn dibayangin dimasak salahpaham rt dwimurdiartono ga bayangin abad 18 laper b ganjel batu indomie,positive,neutral
"Oh hujan, membuat perutku keroncongan. Paling enak makan #Indomie seleraku. Ini ceritaku, apa ceritamu?! :D",2012-01-05T07:36:38.000Z,oh hujan perutku keroncongan enak makan indomie seleraku ceritaku ceritamu d,positive,neutral
"Pagi - pagi itu, nikmat bgd #indomie dan #kopi item.",2012-02-12T23:55:34.000Z,pagi pagi nikmat bgd indomie kopi item,positive,neutral
"lindungi dirimu dgn pandangnmu ! lndungi nadimu dgn smangatmu! lndungi ceriamu dgn senyumanmu !
itu ceritaku , apa ceritamu?
#indomie",2011-12-05T11:42:43.000Z,lindungi dirimu dgn pandangnmu lndungi nadimu dgn smangatmu lndungi ceriamu dgn senyumanmu ceritaku ceritamu indomie,positive,neutral
#indomie for dinner :) (@ Jl Samratulangi - Pondol) http://4sq.com/vSwZNP,2011-11-19T12:47:30.000Z,indomie for dinner jl samratulangi pondol,negative,neutral
"Bingung dinner apa, #indomie sajalah pake telor.",2011-10-30T13:03:15.000Z,bingung dinner indomie pake telor,negative,neutral
"tukang #indomie-nya nonton bola,pesenan gw ga dateng2.. =.=",2011-11-21T14:47:00.000Z,tukang indomie nya nonton bola pesenan gw ga dateng2,neutral,neutral
content,time,content,neutral,neutral
"lindungi dirimu dgn pandangnmu ! lndungi nadimu dgn smangatmu! lndungi ceriamu dgn senyumanmu !
itu ceritaku , apa ceritamu?
#indomie",2011-12-05T11:42:43.000Z,lindungi dirimu dgn pandangnmu lndungi nadimu dgn smangatmu lndungi ceriamu dgn senyumanmu ceritaku ceritamu indomie,positive,neutral
#indomie for dinner :) (@ Jl Samratulangi - Pondol) http://4sq.com/vSwZNP,2011-11-19T12:47:30.000Z,indomie for dinner jl samratulangi pondol,negative,neutral
"Bingung dinner apa, #indomie sajalah pake telor.",2011-10-30T13:03:15.000Z,bingung dinner indomie pake telor,negative,neutral
"tukang #indomie-nya nonton bola,pesenan gw ga dateng2.. =.=",2011-11-21T14:47:00.000Z,tukang indomie nya nonton bola pesenan gw ga dateng2,neutral,neutral
"Ga puas aku makan, Habizz Ga enak masakanku.....

#Indomie",2011-12-21T03:52:54.000Z,ga puas makan habizz ga enak masakanku indomie,positive,neutral
"Sekoteng pak RT 
@narenda
: Jam dimana para batman kelaparan *termasuk gwa* #indomie anyone?",2011-12-06T17:00:50.000Z,sekoteng rt narenda jam dimana batman kelaparan gwa indomie anyone,positive,neutral
"RT 
@ChankBeat
: Aq suka disaat km panas, seger aja ngeliatnya | aq juga suka kalo km dingin, gag repot2 niupin #indomie",2011-11-20T19:25:10.000Z,rt chankbeat aq suka disaat km panas seger aja ngeliatnya aq suka kalo km dingin gag repot2 niupin indomie,positive,neutral
lebih milih makan #indomie daripada makan daging2 ini,2011-11-10T14:24:50.000Z,milih makan indomie makan daging2,negative,neutral
Makan #indomie smbil ntn bola.. °\(^▿^)/°,2011-11-13T13:28:23.000Z,makan indomie smbil ntn bola,neutral,neutral
"kaloo tau hujannya laammmmaaaa bgini hrsnya gw td sedia #indomie 1 kardus -,-",2011-11-03T11:32:48.000Z,kaloo tau hujannya laammmmaaaa bgini hrsnya gw td sedia indomie 1 kardus,neutral,neutral
"Oke. Mari kita masak #indomie *lirik manja 
@IanGenduuut",2011-11-12T11:50:30.000Z,oke mari masak indomie lirik manja iangenduuut,positive,neutral
"Itu ceritamu apa ceritaku #indomie RT 
@hanafimhc
: mimpi ku cita-cita ku :pRT 
@yusnanmaulana
 Mimpiiiiiiiiii bgd lo ... http://m.tmi.me/jo6oE",2011-12-15T17:47:50.000Z,ceritamu ceritaku indomie rt hanafimhc mimpi ku cita cita ku prt yusnanmaulana mimpiiiiiiiiii bgd lo,neutral,neutral
"Lagi malem,dingin emang paling enak makan indomie goreng pake telor.. Ini ceritaku,apa ceritamu? #indomie",2011-12-09T12:48:48.000Z,malem dingin emang enak makan indomie goreng pake telor ceritaku ceritamu indomie,positive,neutral
I hate you #indomie !! {lagi memotivasi diri}.,2011-12-07T16:21:29.000Z,i hate you indomie memotivasi,neutral,negative
Jam dimana para batman kelaparan *termasuk gwa* #indomie anyone?,2011-12-06T16:58:42.000Z,jam dimana batman kelaparan gwa indomie anyone,positive,neutral
"Ȋ̝̊̅ wan eat oh""
@Meez_TakenID
: #indomie tins""",2011-11-27T18:34:16.000Z,ȋ wan eat oh meez_takenid indomie tin,neutral,negative
tidak cukup hanya sebungkus #indomie #fb,2011-11-23T04:46:15.000Z,sebungkus indomie fb,neutral,neutral
Enaknya makan #indomie hujan2 gini :P,2011-12-12T12:08:55.000Z,enaknya makan indomie hujan2 gini p,positive,neutral
sudah cukup 2 hari bersamamu. dan malam ini adalah malam terakhir bagi kita (kok jd kayak lagu dangdut ya?) Kita putus sementara #indomie,2011-11-15T15:37:40.000Z,2 bersamamu malam malam jd kayak lagu dangdut ya putus indomie,positive,neutral
"Sayang, aku laper nih. | ya sudah, masak aja #indomie kalau males keluar! #cuek",2011-11-24T13:18:20.000Z,sayang laper nih ya masak aja indomie male cuek,positive,neutral
"malem"" nntn film india sambil makan #INDOMIE :) ini ceritaku apa ceritamu? :D",2011-10-15T14:14:51.000Z,malem nntn film india makan indomie ceritaku ceritamu d,neutral,neutral
"Waktu ilang waktu gue lagi makan #indomie.. Itu deritaku, apa deritamu ? RT 
@AciiDR
: Pastii bkan anak STT PLN yah ... http://m.tmi.me/h4Ckm",2011-10-13T00:30:06.000Z,ilang gue makan indomie deritaku deritamu rt aciidr pastii bkan anak stt pln yah,positive,neutral
Bikin...ga...bikin...ga...bikin...ga... #indomie,2011-10-23T15:31:48.000Z,bikin ga bikin ga bikin ga indomie,neutral,neutral
Makan mie sedaaap dolo | bosen #indomie,2011-09-29T03:33:04.000Z,makan mie sedaaap dolo bosen indomie,neutral,neutral
"oke,semangkok #indomie ayam spesial panas sebelum tidur :)",2011-10-19T17:30:26.000Z,oke semangkok indomie ayam spesial panas tidur,positive,neutral
"ini cerita mu. apa ceritanya? RT 
@henry_christian
: cinta itu bagaikan sebungkus #indomie",2011-10-15T10:17:33.000Z,cerita mu ceritanya rt henry_christian cinta sebungkus indomie,positive,neutral
"meNgidamKan , #indomie goreng... 2 bungkus, dan bukan yg jumbo...",2011-10-23T12:50:04.000Z,mengidamkan indomie goreng 2 bungkus yg jumbo,negative,neutral
"Menu sarapan favourite : indomie goreng + telur ceplok, gak ada yg ngalahin dh #indomie",2011-09-30T00:46:23.000Z,menu sarapan favourite indomie goreng telur ceplok gak yg ngalahin dh indomie,positive,neutral
content,time,content,neutral,neutral
"Waktu ilang waktu gue lagi makan #indomie.. Itu deritaku, apa deritamu ? RT 
@AciiDR
: Pastii bkan anak STT PLN yah ... http://m.tmi.me/h4Ckm",2011-10-13T00:30:06.000Z,ilang gue makan indomie deritaku deritamu rt aciidr pastii bkan anak stt pln yah,positive,neutral
Bikin...ga...bikin...ga...bikin...ga... #indomie,2011-10-23T15:31:48.000Z,bikin ga bikin ga bikin ga indomie,neutral,neutral
Makan mie sedaaap dolo | bosen #indomie,2011-09-29T03:33:04.000Z,makan mie sedaaap dolo bosen indomie,neutral,neutral
"oke,semangkok #indomie ayam spesial panas sebelum tidur :)",2011-10-19T17:30:26.000Z,oke semangkok indomie ayam spesial panas tidur,positive,neutral
"ini cerita mu. apa ceritanya? RT 
@henry_christian
: cinta itu bagaikan sebungkus #indomie",2011-10-15T10:17:33.000Z,cerita mu ceritanya rt henry_christian cinta sebungkus indomie,positive,neutral
"meNgidamKan , #indomie goreng... 2 bungkus, dan bukan yg jumbo...",2011-10-23T12:50:04.000Z,mengidamkan indomie goreng 2 bungkus yg jumbo,negative,neutral
"Menu sarapan favourite : indomie goreng + telur ceplok, gak ada yg ngalahin dh #indomie",2011-09-30T00:46:23.000Z,menu sarapan favourite indomie goreng telur ceplok gak yg ngalahin dh indomie,positive,neutral
Nyarap #indomie dlu lah,2011-10-19T23:58:57.000Z,nyarap indomie dlu,neutral,neutral
bersiap-siap untuk 4 hari bersama #indomie,2011-09-29T06:41:00.000Z,4 indomie,neutral,neutral
Klo jam segini masih hidup yang di perut pasti berulah #indomie,2011-10-11T18:06:03.000Z,klo jam segini hidup perut berulah indomie,neutral,neutral
"Di iklan #indomie yg paling baru, ada buku #manajemenkeuangan bikin trauma ajah ,, -_-",2011-10-04T05:27:30.000Z,iklan indomie yg buku manajemenkeuangan bikin trauma ajah _,negative,neutral
"Tuh 
@merahjendral
 mending tragedi #indomie deh RT 
@detikcom
: Astaga! Sekarat Usai Bercinta Krn Sperma Mengandung Kacang http://de.tk/f4uxG",2011-10-11T17:29:35.000Z,tuh merahjendral mending tragedi indomie deh rt detikcom astaga sekarat bercinta krn sperma mengandung kacang,positive,neutral
Dulu aq pling suka mkn indomie. tp semua sdh berubah sjk negara api menyerang. hanya avatar yg dpt membelikan aq indomie..   #Iklan #Indomie,2011-10-06T10:43:53.000Z,aq pling suka mkn indomie tp sdh berubah sjk negara api menyerang avatar yg dpt membelikan aq indomie iklan indomie,negative,neutral
"ABIS UJAN, ENAK NYA MAKAN #INDOMIE NIH
INILAH CERITAKU. APA CERITAMU?
:-D
WKWKWKWK",2011-10-26T06:30:49.000Z,abis ujan enak nya makan indomie nih ceritaku ceritamu d wkwkwkwk,positive,neutral
"saya udh bikin 2 cerita..ini komikku..mana komikmu ?#indotang #indomie kentang@ubeubeube 
@funartic
 
@andreedaviidd
 @fixxhit 
@lamecakep",2011-10-18T16:28:11.000Z,udh bikin 2 cerita komikku komikmu indotang indomie kentang ubeubeube funartic andreedaviidd fixxhit lamecakep,neutral,neutral
Abis minumin obat skg malah laper #indomie berbicara,2011-09-25T18:13:38.000Z,abis minumin obat skg laper indomie berbicara,negative,neutral
"Hari ini nyetir 650+ km, ini ceritaku, apa ceritamu? #Indomie",2011-10-02T15:32:03.000Z,nyetir 650 km ceritaku ceritamu indomie,neutral,neutral
"Udah sikatttssss #indomie :p RT @pgh_nirm: 
@AndinNugroho
 waduuh.. Hehe. Ngelirik 
@infosehat
 dulu ah.. :p",2011-09-29T19:51:10.000Z,udah sikatttssss indomie p rt pgh_nirm andinnugroho waduuh hehe ngelirik infosehat ah p,positive,neutral
"Bikin kadar pigmen tinggi mungkin sob *kabur* RT 
@sheggario
: Siapa bilang #KFC & #Indomie bikin gendut & bego? liat aja gw! Sehat & cerdas!",2011-10-11T09:44:23.000Z,bikin kadar pigman sob kabur rt sheggario bilang kfc indomie bikin gendut bego liat aja gw sehat cerdas,positive,neutral
"Aneh bin ajaib! Rumah gua nyetok #indomie lagi! Hebaaaat! Ini ceritaku, apa ceritamu http://lockerz.com/s/134688825",2011-09-01T01:52:24.000Z,aneh bin ajaib rumah gua nyetok indomie hebaaaat ceritaku ceritamu,positive,neutral
"ini juga senang, senang sekali :) RT 
@karfianda
: duh sampe tumpah2 #indomie http://lockerz.com/s/140203781",2011-09-19T17:42:12.000Z,senang senang rt karfianda duh sampe tumpah2 indomie,positive,negative
"Cu fud...RT 
@semirahh
: #INDOMIE!",2011-09-15T16:44:15.000Z,cu fud rt semirahh indomie,neutral,neutral
Bro madang #indomie bro :O,2011-09-08T14:45:53.000Z,bro madang indomie bro o,neutral,neutral
Dimanapun kapanpun #indomie emang ngangenin. Ini deritaku apa deritamu?,2011-08-29T19:07:49.000Z,dimanapun indomie emang ngangenin deritaku deritamu,positive,neutral
sahabat setia anak kos emang #indomie deh.. ini ceritaku apa ceritamu?,2011-09-08T17:42:07.000Z,sahabat setia anak ko emang indomie deh ceritaku ceritamu,positive,neutral
nih versi instagramnya #indomie http://instagr.am/p/NjCym/,2011-09-19T16:08:44.000Z,nih versi instagramnya indomie,negative,neutral
"#indomie sik RT 
@adinekonugroh0
: Aku ngelih... Maem maem",2011-09-06T15:44:46.000Z,indomie sik rt adinekonugroh0 ngelih maem maem,negative,neutral
"Ho'o rata2 isih do mudik,asemok RT 
@adinekonugroh0
: Burjone rung bukak e Jik RT @adjjiie #indomie sik RT (cont) http://wl.tl/TRVpA",2011-09-06T15:49:28.000Z,ho o rata2 isih do mudik asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,positive,neutral
content,time,content,neutral,neutral
"Cu fud...RT 
@semirahh
: #INDOMIE!",2011-09-15T16:44:15.000Z,cu fud rt semirahh indomie,neutral,neutral
Bro madang #indomie bro :O,2011-09-08T14:45:53.000Z,bro madang indomie bro o,neutral,neutral
Dimanapun kapanpun #indomie emang ngangenin. Ini deritaku apa deritamu?,2011-08-29T19:07:49.000Z,dimanapun indomie emang ngangenin deritaku deritamu,positive,neutral
sahabat setia anak kos emang #indomie deh.. ini ceritaku apa ceritamu?,2011-09-08T17:42:07.000Z,sahabat setia anak ko emang indomie deh ceritaku ceritamu,positive,neutral
nih versi instagramnya #indomie http://instagr.am/p/NjCym/,2011-09-19T16:08:44.000Z,nih versi instagramnya indomie,negative,neutral
"#indomie sik RT 
@adinekonugroh0
: Aku ngelih... Maem maem",2011-09-06T15:44:46.000Z,indomie sik rt adinekonugroh0 ngelih maem maem,negative,neutral
"Ho'o rata2 isih do mudik,asemok RT 
@adinekonugroh0
: Burjone rung bukak e Jik RT @adjjiie #indomie sik RT (cont) http://wl.tl/TRVpA",2011-09-06T15:49:28.000Z,ho o rata2 isih do mudik asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,positive,neutral
sarapan #indomie + es kopi + es extra joss sangatlah tidak disarankan sodara2..,2011-09-22T04:36:06.000Z,sarapan indomie e kopi e extra joss disarankan sodara2,positive,neutral
"Emang ngga ringan ngelakuinnya, tapi dengan semangat, Insyallah tahun ini kita menang - kutipan dari #indomie",2011-08-27T01:18:16.000Z,emang ngga ringan ngelakuinnya semangat insyallah menang kutipan indomie,positive,neutral
#indomie JANGAN #indomie JANGAN #indomie BAIKLAH,2011-09-08T17:48:12.000Z,indomie indomie indomie baiklah,positive,neutral
"saat lagi laper ,ku makan #INDOMIE | ini ceritaku | mana ceritamu ??",2011-08-24T16:18:38.000Z,laper ku makan indomie ceritaku ceritamu,neutral,neutral
sahur bro sahur #indomie,2011-09-08T19:31:07.000Z,sahur bro sahur indomie,positive,neutral
"Kangen nih ye RT @OdongApaDongo: mulut udah bosen ama ketupat, opor, rendang dan sejenisnya... bener sekarang kangen sama #indomie --a",2011-08-31T11:23:39.000Z,kangen nih ye rt odongapadongo mulut udah bosen ama ketupat opor rendang sejenisnya bener kangen indomie a,negative,neutral
waiki wayahnya #indomie kk :D RT @yumnasatyani: lafarr lagiiiii tapi tak napsu makan jika ingat2 hari esokk T____T,2011-09-13T15:33:38.000Z,waiki wayahnya indomie kk d rt yumnasatyani lafarr lagiiiii napsu makan ingat2 esokk t____t,negative,neutral
"""InsyaAllah kita tetap menang"" tagline iklan yg mendoakan #indomie",2011-08-27T18:29:12.000Z,insyaallah menang tagline iklan yg mendoakan indomie,positive,neutral
Aaammiiinnn.... RT @kidz_fwew: Kita akan selalu menang #indomie,2011-09-06T14:34:10.000Z,aaammiiinnn rt kidz_fwew menang indomie,positive,neutral
"Lapar, #indomie jangan #indomie jangan #labil",2011-09-19T17:52:14.000Z,lapar indomie indomie labil,negative,neutral
"Walah jat mending gawe #indomie RT @jati_nc: Tak ada istilah ""kemarin"" utk semangkok soto,, walaupun ini soto emg soto sisa kemaren..",2011-09-03T14:41:40.000Z,walah jat mending gawe indomie rt jati_nc istilah kemarin utk semangkok soto soto emg soto sisa kemaren,neutral,neutral
Cakeep bgt dah lagi puasa gini bau #indomie hadeeh!!,2011-08-17T03:07:35.000Z,cakeep bgt dah puasa gini bau indomie hadeeh,positive,neutral
alhamdulillah buka hari pertama dengan #indomie...,2011-08-01T11:26:58.000Z,alhamdulillah buka indomie,positive,neutral
"haha tau aje, udeh aah cusss* *trikselimut,pelukeka* haha RT @TaulDelicious: MARKIBO abis #INDOMIE (cont) http://wl.tl/xmuFA",2011-08-14T18:03:14.000Z,haha tau aje udeh aah cuss trikselimut pelukeka haha rt tauldelicious markibo abis indomie cont,positive,positive
"Kelaperan jam segini,trus aku kedapur cuma ada #indomie sm nasi putih,apa boleh buat,aku goreng ikan #gaknyambung,ini critaku apa critamu?",2011-07-25T16:13:13.000Z,kelaperan jam segini trus kedapur indomie sm nasi putih goreng ikan gaknyambung critaku critamu,negative,neutral
"kai! ai bari kawai RT @DadiRimez: ""
@DatAfricanKid
: na gode maza RT DadiRimez:  #Indomie"" » Sun iya ne?",2011-08-15T02:23:45.000Z,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,positive,neutral
"Dulu gue pernah saur pake #timun doang, gara"" keabisan Rantang. Untung ada #indomie jadi bisa santap saur penuh Gizi. *ini cerita ku!",2011-08-02T21:20:25.000Z,gue saur pake timun doang gara keabisan rantang untung indomie santap saur penuh gizi cerita ku,positive,neutral
"Oh, ini ceritamu? :p #iklan #Indomie RT 
@maebs
: Wuit.. Untung keretane tepat waktu rek.. Mulih! Luwe! Indomie goreng sudah menunggu",2011-08-03T17:00:20.000Z,oh ceritamu p iklan indomie rt maebs wuit untung keretane rek mulih luwe indomie goreng menunggu,positive,neutral
"waktu tinggal di pedalaman papua,aku bela''in beli #Indomie ke belanda..
Ini cerita ku,kamu ga punya cerita?",2011-08-10T22:32:50.000Z,tinggal pedalaman papua bela in beli indomie belanda cerita ku ga cerita,positive,neutral
"""insya allah kali ini kt menang"" a bad slogan fr #indomie #ramadhan",2011-08-15T12:49:51.000Z,insya allah kali kt menang a bad slogan fr indomie ramadhan,positive,negative
"''Neng,Kamu sama kayak #Indomie deh..'' | ''ko' sama??'' | ''Sama-sama,Selera Kuu..'' | ''ih,bisa aja.. #sambitMieSedaap ''",2011-08-10T21:59:31.000Z,neng kayak indomie deh ko selera kuu ih aja sambitmiesedaap,positive,neutral
content,time,content,neutral,neutral
"Kelaperan jam segini,trus aku kedapur cuma ada #indomie sm nasi putih,apa boleh buat,aku goreng ikan #gaknyambung,ini critaku apa critamu?",2011-07-25T16:13:13.000Z,kelaperan jam segini trus kedapur indomie sm nasi putih goreng ikan gaknyambung critaku critamu,negative,neutral
"kai! ai bari kawai RT @DadiRimez: ""
@DatAfricanKid
: na gode maza RT DadiRimez:  #Indomie"" » Sun iya ne?",2011-08-15T02:23:45.000Z,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,positive,neutral
"Dulu gue pernah saur pake #timun doang, gara"" keabisan Rantang. Untung ada #indomie jadi bisa santap saur penuh Gizi. *ini cerita ku!",2011-08-02T21:20:25.000Z,gue saur pake timun doang gara keabisan rantang untung indomie santap saur penuh gizi cerita ku,positive,neutral
"Oh, ini ceritamu? :p #iklan #Indomie RT 
@maebs
: Wuit.. Untung keretane tepat waktu rek.. Mulih! Luwe! Indomie goreng sudah menunggu",2011-08-03T17:00:20.000Z,oh ceritamu p iklan indomie rt maebs wuit untung keretane rek mulih luwe indomie goreng menunggu,positive,neutral
"waktu tinggal di pedalaman papua,aku bela''in beli #Indomie ke belanda..
Ini cerita ku,kamu ga punya cerita?",2011-08-10T22:32:50.000Z,tinggal pedalaman papua bela in beli indomie belanda cerita ku ga cerita,positive,neutral
"""insya allah kali ini kt menang"" a bad slogan fr #indomie #ramadhan",2011-08-15T12:49:51.000Z,insya allah kali kt menang a bad slogan fr indomie ramadhan,positive,negative
"''Neng,Kamu sama kayak #Indomie deh..'' | ''ko' sama??'' | ''Sama-sama,Selera Kuu..'' | ''ih,bisa aja.. #sambitMieSedaap ''",2011-08-10T21:59:31.000Z,neng kayak indomie deh ko selera kuu ih aja sambitmiesedaap,positive,neutral
"Saat pada puasa kantin dikantor tutup, padahal ak laper n pengen banget makan indomie. iniceritakuapaceritamu? #indomie",2011-08-03T02:15:06.000Z,puasa kantin dikantor tutup ak laper n pengen banget makan indomie iniceritakuapaceritamu indomie,positive,neutral
"ini cerita saya, apa ceritamu #indomie RT @wawausimpsons: Buset udah kaya rebus aja makan paku ikut2 dah *maka… (cont) http://deck.ly/~C8RjB",2011-07-28T13:19:28.000Z,cerita ceritamu indomie rt wawausimpsons buset udah kaya rebus aja makan paku ikut2 dah cont,positive,neutral
Sedih bacanya :(( RT @ibengyabengki: Ada yg tau kontak #indomie gak? hampir tiap malam sahur pakai indomie (cont) http://tl.gd/cgq0qk,2011-08-20T01:32:52.000Z,sedih bacanya rt ibengyabengki yg tau kontak indomie gak malam sahur pakai indomie cont,positive,neutral
"Sahur hari ini sendiri, si emak smalem bilang kalo mau sahur ada #indomie di lemari. Ini ceritaku, apa ceritamu?",2011-08-09T20:22:32.000Z,sahur si emak smalem bilang kalo sahur indomie lemari ceritaku ceritamu,positive,neutral
"Crita #indomie tmnku: karena sering makan indomie, jarang makan nasi ehh masuk RUMAHSAKIT kena tipes, haduh. Apa critamu?",2011-08-09T15:42:21.000Z,crita indomie tmnku makan indomie jarang makan nasi ehh masuk rumahsakit kena tipes haduh critamu,negative,neutral
"+ #indomie rebus papah RT 
@nishadja
: Konsentrasi tingkat dewa nntn indonesia vs palestina sama papa n abng ... http://tmi.me/ePlLM",2011-08-22T14:23:17.000Z,indomie rebus papah rt nishadja konsentrasi tingkat dewa nntn indonesia v palestina papa n abng,neutral,neutral
#Indomie memang #Sedap :),2011-08-09T10:11:06.000Z,indomie sedap,neutral,neutral
"insya Allah, tahun ini kita menang! #Indomie",2011-08-02T14:21:29.000Z,insya allah menang indomie,positive,neutral
"Insya Allah, tahun ini kita menang! #Indomie http://tumblr.com/xff3uo0fiq",2011-08-02T14:25:49.000Z,insya allah menang indomie,positive,neutral
"RT 
@laurentiusdiota
: RT 
@cintilubis
: #Indomie memang #Sedap :) http://myloc.me/mfswJ",2011-08-09T10:21:52.000Z,rt laurentiusdiota rt cintilubis indomie sedap,positive,neutral
"abis mandi gini yg enak tidur lagi, itu cerita #indomie ku, apa cerita mu?",2011-07-15T00:27:46.000Z,abis mandi gini yg enak tidur cerita indomie ku cerita mu,positive,neutral
yang gue suka dr twitter? Bisa kenal ama banyak orang dan gak perlu takut. Ini ceritaku apa ceritamu? #indomie,2011-07-14T15:49:42.000Z,gue suka dr twitter kenal ama orang gak takut ceritaku ceritamu indomie,negative,neutral
"Hujan+mati lampu enaknya masak #indomie. Ini ceritaku, apa ceritamu?-_-",2011-07-24T10:05:02.000Z,hujan mati lampu enaknya masak indomie ceritaku ceritamu _,positive,neutral
"sekarang ayahku selalu stock #indomie rasa semua daerah, jadi ga usah repot repot keliling indonesia deh. ini ceritaku apa ceritamu?",2011-07-24T06:04:48.000Z,ayahku stock indomie daerah ga repot repot keliling indonesia deh ceritaku ceritamu,neutral,neutral
Semoga #indomie rebus telor+bakso+rawit tadi bisa bikin idung lega #minumobat #hap,2011-07-21T18:16:27.000Z,semoga indomie rebus telor bakso rawit bikin idung lega minumobat hap,neutral,neutral
"Situasi saat ini: @umamkhaerul_12 tidur, 
@arizinghell
 makan #indomie n @suryosama masih koprol",2011-07-09T20:26:19.000Z,situasi umamkhaerul_12 tidur arizinghell makan indomie n suryosama koprol,positive,neutral
masuk MURI? RT @FafaPlow: Gone in 60 seconds. #indomie #lapersih,2011-07-15T08:52:58.000Z,masuk muri rt fafaplow gone in 60 second indomie lapersih,negative,neutral
wangi nya bikin gua laperr #INDOMIE,2011-07-19T14:02:30.000Z,wangi nya bikin gua laperr indomie,negative,neutral
ChefJuna: Pastry itu susah! | nah lho! Aku bikin #indomie goreng ae wes qiqiqiq,2011-07-24T11:18:01.000Z,chefjuna pastry susah lho bikin indomie goreng ae wes qiqiqiq,positive,neutral
""" Wisata GRATIS Kementerian Pariwisata dan Kebudayaan Indonesia, Mau?"" di Facebook dah kayak iklan #indomie campur cendol #freak",2011-07-10T16:09:17.000Z,wisata gratis kementerian pariwisata kebudayaan indonesia facebook dah kayak iklan indomie campur cendol freak,positive,neutral
